sample_id,image,text,label
11670,11670.jpg,11670.txt,negative
14261,14261.jpg,14261.txt,negative
13333,13333.jpg,13333.txt,negative
22873,22873.jpg,22873.txt,negative
3365,3365.jpg,3365.txt,negative
9317,9317.jpg,9317.txt,positive
19250,19250.jpg,19250.txt,negative
9926,9926.jpg,9926.txt,negative
10697,10697.jpg,10697.txt,positive
17009,17009.jpg,17009.txt,positive
20873,20873.jpg,20873.txt,positive
3306,3306.jpg,3306.txt,negative
15240,15240.jpg,15240.txt,positive
2662,2662.jpg,2662.txt,negative
7229,7229.jpg,7229.txt,negative
15632,15632.jpg,15632.txt,negative
5777,5777.jpg,5777.txt,positive
13763,13763.jpg,13763.txt,positive
22429,22429.jpg,22429.txt,negative
10963,10963.jpg,10963.txt,positive
18906,18906.jpg,18906.txt,positive
14121,14121.jpg,14121.txt,positive
13952,13952.jpg,13952.txt,negative
12774,12774.jpg,12774.txt,negative
21813,21813.jpg,21813.txt,positive
8991,8991.jpg,8991.txt,negative
21218,21218.jpg,21218.txt,positive
9585,9585.jpg,9585.txt,positive
4969,4969.jpg,4969.txt,negative
13699,13699.jpg,13699.txt,positive
22862,22862.jpg,22862.txt,positive
7411,7411.jpg,7411.txt,negative
21665,21665.jpg,21665.txt,negative
20448,20448.jpg,20448.txt,positive
3185,3185.jpg,3185.txt,positive
18497,18497.jpg,18497.txt,positive
7510,7510.jpg,7510.txt,negative
13834,13834.jpg,13834.txt,negative
2692,2692.jpg,2692.txt,negative
16626,16626.jpg,16626.txt,positive
19701,19701.jpg,19701.txt,negative
7966,7966.jpg,7966.txt,positive
12795,12795.jpg,12795.txt,positive
13009,13009.jpg,13009.txt,positive
14723,14723.jpg,14723.txt,positive
2706,2706.jpg,2706.txt,negative
18765,18765.jpg,18765.txt,negative
11159,11159.jpg,11159.txt,positive
17520,17520.jpg,17520.txt,negative
16764,16764.jpg,16764.txt,positive
18519,18519.jpg,18519.txt,positive
10305,10305.jpg,10305.txt,negative
16611,16611.jpg,16611.txt,positive
3643,3643.jpg,3643.txt,positive
2602,2602.jpg,2602.txt,positive
3487,3487.jpg,3487.txt,negative
5922,5922.jpg,5922.txt,positive
4024,4024.jpg,4024.txt,positive
9955,9955.jpg,9955.txt,negative
21398,21398.jpg,21398.txt,negative
9248,9248.jpg,9248.txt,negative
20756,20756.jpg,20756.txt,negative
7386,7386.jpg,7386.txt,positive
14891,14891.jpg,14891.txt,negative
3473,3473.jpg,3473.txt,negative
8307,8307.jpg,8307.txt,positive
5819,5819.jpg,5819.txt,positive
21198,21198.jpg,21198.txt,negative
9329,9329.jpg,9329.txt,negative
2559,2559.jpg,2559.txt,negative
15496,15496.jpg,15496.txt,negative
12645,12645.jpg,12645.txt,positive
12057,12057.jpg,12057.txt,positive
13408,13408.jpg,13408.txt,positive
16815,16815.jpg,16815.txt,positive
22105,22105.jpg,22105.txt,negative
16146,16146.jpg,16146.txt,negative
17744,17744.jpg,17744.txt,positive
11451,11451.jpg,11451.txt,negative
15010,15010.jpg,15010.txt,negative
7223,7223.jpg,7223.txt,positive
19060,19060.jpg,19060.txt,positive
19051,19051.jpg,19051.txt,negative
19402,19402.jpg,19402.txt,negative
10706,10706.jpg,10706.txt,negative
5614,5614.jpg,5614.txt,positive
10792,10792.jpg,10792.txt,negative
18364,18364.jpg,18364.txt,positive
9846,9846.jpg,9846.txt,negative
11941,11941.jpg,11941.txt,negative
12191,12191.jpg,12191.txt,positive
12595,12595.jpg,12595.txt,negative
18606,18606.jpg,18606.txt,negative
18588,18588.jpg,18588.txt,positive
22613,22613.jpg,22613.txt,negative
14388,14388.jpg,14388.txt,negative
7366,7366.jpg,7366.txt,positive
12850,12850.jpg,12850.txt,positive
7774,7774.jpg,7774.txt,positive
21814,21814.jpg,21814.txt,negative
6949,6949.jpg,6949.txt,negative
8983,8983.jpg,8983.txt,negative
8893,8893.jpg,8893.txt,negative
10911,10911.jpg,10911.txt,negative
21537,21537.jpg,21537.txt,positive
12930,12930.jpg,12930.txt,negative
8745,8745.jpg,8745.txt,positive
9941,9941.jpg,9941.txt,positive
8704,8704.jpg,8704.txt,negative
14011,14011.jpg,14011.txt,positive
17493,17493.jpg,17493.txt,positive
9505,9505.jpg,9505.txt,negative
14207,14207.jpg,14207.txt,negative
21422,21422.jpg,21422.txt,positive
10112,10112.jpg,10112.txt,positive
7986,7986.jpg,7986.txt,negative
20209,20209.jpg,20209.txt,positive
22464,22464.jpg,22464.txt,negative
7539,7539.jpg,7539.txt,negative
21836,21836.jpg,21836.txt,negative
11943,11943.jpg,11943.txt,positive
8421,8421.jpg,8421.txt,positive
5927,5927.jpg,5927.txt,negative
14823,14823.jpg,14823.txt,positive
9367,9367.jpg,9367.txt,negative
14132,14132.jpg,14132.txt,negative
17034,17034.jpg,17034.txt,positive
18065,18065.jpg,18065.txt,negative
17869,17869.jpg,17869.txt,positive
6963,6963.jpg,6963.txt,negative
11523,11523.jpg,11523.txt,positive
22793,22793.jpg,22793.txt,negative
3553,3553.jpg,3553.txt,negative
20171,20171.jpg,20171.txt,positive
21673,21673.jpg,21673.txt,positive
12474,12474.jpg,12474.txt,negative
11490,11490.jpg,11490.txt,negative
19054,19054.jpg,19054.txt,positive
8133,8133.jpg,8133.txt,positive
19943,19943.jpg,19943.txt,positive
17535,17535.jpg,17535.txt,negative
22116,22116.jpg,22116.txt,positive
18801,18801.jpg,18801.txt,negative
17363,17363.jpg,17363.txt,positive
18127,18127.jpg,18127.txt,positive
16719,16719.jpg,16719.txt,positive
21712,21712.jpg,21712.txt,positive
22314,22314.jpg,22314.txt,negative
9159,9159.jpg,9159.txt,negative
9040,9040.jpg,9040.txt,positive
3591,3591.jpg,3591.txt,negative
12376,12376.jpg,12376.txt,positive
10902,10902.jpg,10902.txt,positive
14695,14695.jpg,14695.txt,negative
19127,19127.jpg,19127.txt,positive
2815,2815.jpg,2815.txt,negative
17711,17711.jpg,17711.txt,positive
13213,13213.jpg,13213.txt,positive
9204,9204.jpg,9204.txt,negative
4247,4247.jpg,4247.txt,positive
18306,18306.jpg,18306.txt,positive
10690,10690.jpg,10690.txt,positive
5205,5205.jpg,5205.txt,positive
12383,12383.jpg,12383.txt,negative
18977,18977.jpg,18977.txt,positive
12706,12706.jpg,12706.txt,negative
12241,12241.jpg,12241.txt,negative
18843,18843.jpg,18843.txt,positive
3081,3081.jpg,3081.txt,negative
19245,19245.jpg,19245.txt,positive
8115,8115.jpg,8115.txt,positive
7654,7654.jpg,7654.txt,positive
18907,18907.jpg,18907.txt,negative
14614,14614.jpg,14614.txt,positive
3495,3495.jpg,3495.txt,negative
3338,3338.jpg,3338.txt,positive
17418,17418.jpg,17418.txt,negative
11083,11083.jpg,11083.txt,negative
10484,10484.jpg,10484.txt,positive
8626,8626.jpg,8626.txt,negative
15686,15686.jpg,15686.txt,negative
9529,9529.jpg,9529.txt,negative
3411,3411.jpg,3411.txt,negative
3378,3378.jpg,3378.txt,negative
8482,8482.jpg,8482.txt,positive
12540,12540.jpg,12540.txt,negative
20541,20541.jpg,20541.txt,negative
6341,6341.jpg,6341.txt,positive
8209,8209.jpg,8209.txt,positive
12597,12597.jpg,12597.txt,negative
11298,11298.jpg,11298.txt,negative
20842,20842.jpg,20842.txt,positive
13503,13503.jpg,13503.txt,positive
9527,9527.jpg,9527.txt,negative
22387,22387.jpg,22387.txt,positive
3027,3027.jpg,3027.txt,positive
19566,19566.jpg,19566.txt,negative
17079,17079.jpg,17079.txt,positive
19212,19212.jpg,19212.txt,negative
20607,20607.jpg,20607.txt,positive
3251,3251.jpg,3251.txt,negative
12931,12931.jpg,12931.txt,negative
19657,19657.jpg,19657.txt,negative
13444,13444.jpg,13444.txt,positive
18476,18476.jpg,18476.txt,positive
3355,3355.jpg,3355.txt,negative
17683,17683.jpg,17683.txt,negative
11234,11234.jpg,11234.txt,positive
9434,9434.jpg,9434.txt,negative
2753,2753.jpg,2753.txt,negative
6865,6865.jpg,6865.txt,negative
13877,13877.jpg,13877.txt,positive
7701,7701.jpg,7701.txt,positive
19452,19452.jpg,19452.txt,positive
9753,9753.jpg,9753.txt,negative
20315,20315.jpg,20315.txt,positive
22772,22772.jpg,22772.txt,negative
21940,21940.jpg,21940.txt,negative
15666,15666.jpg,15666.txt,positive
21987,21987.jpg,21987.txt,negative
21032,21032.jpg,21032.txt,positive
22600,22600.jpg,22600.txt,negative
20735,20735.jpg,20735.txt,positive
13903,13903.jpg,13903.txt,positive
12018,12018.jpg,12018.txt,negative
20718,20718.jpg,20718.txt,positive
15694,15694.jpg,15694.txt,positive
13653,13653.jpg,13653.txt,negative
7548,7548.jpg,7548.txt,negative
15279,15279.jpg,15279.txt,positive
13423,13423.jpg,13423.txt,negative
6376,6376.jpg,6376.txt,positive
16089,16089.jpg,16089.txt,negative
12864,12864.jpg,12864.txt,positive
7051,7051.jpg,7051.txt,positive
22614,22614.jpg,22614.txt,negative
12831,12831.jpg,12831.txt,positive
16955,16955.jpg,16955.txt,positive
18374,18374.jpg,18374.txt,positive
20207,20207.jpg,20207.txt,negative
6731,6731.jpg,6731.txt,positive
9536,9536.jpg,9536.txt,positive
9225,9225.jpg,9225.txt,negative
13002,13002.jpg,13002.txt,negative
22074,22074.jpg,22074.txt,positive
21610,21610.jpg,21610.txt,negative
19334,19334.jpg,19334.txt,negative
5185,5185.jpg,5185.txt,positive
20483,20483.jpg,20483.txt,negative
10393,10393.jpg,10393.txt,positive
19075,19075.jpg,19075.txt,negative
21016,21016.jpg,21016.txt,positive
14406,14406.jpg,14406.txt,negative
4797,4797.jpg,4797.txt,negative
14485,14485.jpg,14485.txt,positive
18694,18694.jpg,18694.txt,positive
9854,9854.jpg,9854.txt,negative
21683,21683.jpg,21683.txt,negative
17895,17895.jpg,17895.txt,positive
11125,11125.jpg,11125.txt,positive
6151,6151.jpg,6151.txt,positive
2640,2640.jpg,2640.txt,negative
10362,10362.jpg,10362.txt,negative
18592,18592.jpg,18592.txt,negative
3052,3052.jpg,3052.txt,negative
21604,21604.jpg,21604.txt,negative
2810,2810.jpg,2810.txt,negative
12702,12702.jpg,12702.txt,positive
8726,8726.jpg,8726.txt,negative
22380,22380.jpg,22380.txt,negative
12033,12033.jpg,12033.txt,positive
4779,4779.jpg,4779.txt,negative
8427,8427.jpg,8427.txt,negative
20739,20739.jpg,20739.txt,negative
8959,8959.jpg,8959.txt,positive
17113,17113.jpg,17113.txt,positive
3245,3245.jpg,3245.txt,negative
20880,20880.jpg,20880.txt,positive
3205,3205.jpg,3205.txt,negative
14105,14105.jpg,14105.txt,positive
10541,10541.jpg,10541.txt,negative
5011,5011.jpg,5011.txt,positive
9203,9203.jpg,9203.txt,negative
3107,3107.jpg,3107.txt,negative
17161,17161.jpg,17161.txt,negative
21802,21802.jpg,21802.txt,negative
21825,21825.jpg,21825.txt,positive
7072,7072.jpg,7072.txt,positive
18365,18365.jpg,18365.txt,negative
17504,17504.jpg,17504.txt,positive
10540,10540.jpg,10540.txt,negative
18878,18878.jpg,18878.txt,negative
21487,21487.jpg,21487.txt,negative
14335,14335.jpg,14335.txt,positive
11074,11074.jpg,11074.txt,negative
2504,2504.jpg,2504.txt,positive
3653,3653.jpg,3653.txt,negative
12193,12193.jpg,12193.txt,positive
10318,10318.jpg,10318.txt,negative
10198,10198.jpg,10198.txt,positive
5917,5917.jpg,5917.txt,negative
9662,9662.jpg,9662.txt,negative
17175,17175.jpg,17175.txt,positive
10660,10660.jpg,10660.txt,positive
14189,14189.jpg,14189.txt,positive
12923,12923.jpg,12923.txt,negative
12590,12590.jpg,12590.txt,positive
20860,20860.jpg,20860.txt,positive
21768,21768.jpg,21768.txt,positive
19696,19696.jpg,19696.txt,negative
14234,14234.jpg,14234.txt,negative
5687,5687.jpg,5687.txt,negative
21392,21392.jpg,21392.txt,positive
11218,11218.jpg,11218.txt,positive
14706,14706.jpg,14706.txt,positive
4734,4734.jpg,4734.txt,positive
10467,10467.jpg,10467.txt,positive
15899,15899.jpg,15899.txt,positive
18471,18471.jpg,18471.txt,positive
9355,9355.jpg,9355.txt,positive
8937,8937.jpg,8937.txt,negative
12163,12163.jpg,12163.txt,positive
9030,9030.jpg,9030.txt,negative
9618,9618.jpg,9618.txt,negative
9869,9869.jpg,9869.txt,negative
22587,22587.jpg,22587.txt,negative
18729,18729.jpg,18729.txt,positive
11124,11124.jpg,11124.txt,positive
20503,20503.jpg,20503.txt,positive
3309,3309.jpg,3309.txt,positive
8990,8990.jpg,8990.txt,negative
17154,17154.jpg,17154.txt,negative
18106,18106.jpg,18106.txt,positive
3003,3003.jpg,3003.txt,negative
20162,20162.jpg,20162.txt,positive
11577,11577.jpg,11577.txt,negative
7346,7346.jpg,7346.txt,positive
12465,12465.jpg,12465.txt,negative
9868,9868.jpg,9868.txt,negative
10972,10972.jpg,10972.txt,negative
20257,20257.jpg,20257.txt,positive
6017,6017.jpg,6017.txt,positive
22358,22358.jpg,22358.txt,negative
2679,2679.jpg,2679.txt,positive
19096,19096.jpg,19096.txt,positive
19463,19463.jpg,19463.txt,negative
11572,11572.jpg,11572.txt,negative
19085,19085.jpg,19085.txt,positive
20794,20794.jpg,20794.txt,negative
19824,19824.jpg,19824.txt,negative
11756,11756.jpg,11756.txt,negative
9731,9731.jpg,9731.txt,negative
11193,11193.jpg,11193.txt,positive
13483,13483.jpg,13483.txt,positive
22859,22859.jpg,22859.txt,negative
14187,14187.jpg,14187.txt,negative
21648,21648.jpg,21648.txt,positive
5060,5060.jpg,5060.txt,positive
8979,8979.jpg,8979.txt,negative
5267,5267.jpg,5267.txt,positive
12061,12061.jpg,12061.txt,negative
6200,6200.jpg,6200.txt,positive
20235,20235.jpg,20235.txt,positive
5414,5414.jpg,5414.txt,negative
9710,9710.jpg,9710.txt,negative
3566,3566.jpg,3566.txt,negative
22047,22047.jpg,22047.txt,negative
12565,12565.jpg,12565.txt,negative
3153,3153.jpg,3153.txt,negative
6522,6522.jpg,6522.txt,positive
8962,8962.jpg,8962.txt,positive
9051,9051.jpg,9051.txt,negative
5390,5390.jpg,5390.txt,positive
22645,22645.jpg,22645.txt,negative
22069,22069.jpg,22069.txt,positive
13348,13348.jpg,13348.txt,negative
13859,13859.jpg,13859.txt,positive
13838,13838.jpg,13838.txt,negative
9896,9896.jpg,9896.txt,negative
14353,14353.jpg,14353.txt,negative
7180,7180.jpg,7180.txt,positive
14180,14180.jpg,14180.txt,negative
17402,17402.jpg,17402.txt,negative
13373,13373.jpg,13373.txt,negative
22580,22580.jpg,22580.txt,negative
5735,5735.jpg,5735.txt,negative
17115,17115.jpg,17115.txt,negative
15230,15230.jpg,15230.txt,positive
7983,7983.jpg,7983.txt,positive
8540,8540.jpg,8540.txt,negative
19864,19864.jpg,19864.txt,positive
22085,22085.jpg,22085.txt,negative
11123,11123.jpg,11123.txt,positive
9354,9354.jpg,9354.txt,positive
14436,14436.jpg,14436.txt,positive
13600,13600.jpg,13600.txt,positive
10445,10445.jpg,10445.txt,positive
12449,12449.jpg,12449.txt,positive
14317,14317.jpg,14317.txt,negative
14701,14701.jpg,14701.txt,positive
14354,14354.jpg,14354.txt,negative
11508,11508.jpg,11508.txt,negative
11155,11155.jpg,11155.txt,negative
6286,6286.jpg,6286.txt,positive
17348,17348.jpg,17348.txt,positive
18109,18109.jpg,18109.txt,positive
13802,13802.jpg,13802.txt,negative
13841,13841.jpg,13841.txt,negative
8814,8814.jpg,8814.txt,negative
21848,21848.jpg,21848.txt,negative
17694,17694.jpg,17694.txt,positive
22270,22270.jpg,22270.txt,positive
6188,6188.jpg,6188.txt,positive
17027,17027.jpg,17027.txt,negative
5634,5634.jpg,5634.txt,negative
3625,3625.jpg,3625.txt,positive
10688,10688.jpg,10688.txt,positive
22399,22399.jpg,22399.txt,positive
21892,21892.jpg,21892.txt,negative
7961,7961.jpg,7961.txt,positive
21291,21291.jpg,21291.txt,negative
3001,3001.jpg,3001.txt,positive
22644,22644.jpg,22644.txt,negative
9932,9932.jpg,9932.txt,negative
9893,9893.jpg,9893.txt,negative
13609,13609.jpg,13609.txt,positive
2836,2836.jpg,2836.txt,negative
8784,8784.jpg,8784.txt,negative
21965,21965.jpg,21965.txt,negative
4615,4615.jpg,4615.txt,positive
15931,15931.jpg,15931.txt,negative
19507,19507.jpg,19507.txt,positive
19603,19603.jpg,19603.txt,negative
3938,3938.jpg,3938.txt,positive
13799,13799.jpg,13799.txt,positive
12524,12524.jpg,12524.txt,negative
22281,22281.jpg,22281.txt,negative
10049,10049.jpg,10049.txt,negative
17047,17047.jpg,17047.txt,negative
10730,10730.jpg,10730.txt,negative
10984,10984.jpg,10984.txt,positive
11699,11699.jpg,11699.txt,positive
11669,11669.jpg,11669.txt,negative
10216,10216.jpg,10216.txt,positive
6841,6841.jpg,6841.txt,negative
7745,7745.jpg,7745.txt,negative
5008,5008.jpg,5008.txt,positive
13490,13490.jpg,13490.txt,negative
18104,18104.jpg,18104.txt,positive
21784,21784.jpg,21784.txt,negative
16096,16096.jpg,16096.txt,positive
9017,9017.jpg,9017.txt,negative
22571,22571.jpg,22571.txt,negative
2999,2999.jpg,2999.txt,negative
11018,11018.jpg,11018.txt,negative
13771,13771.jpg,13771.txt,positive
19392,19392.jpg,19392.txt,negative
12646,12646.jpg,12646.txt,positive
9897,9897.jpg,9897.txt,negative
6049,6049.jpg,6049.txt,positive
8439,8439.jpg,8439.txt,positive
21544,21544.jpg,21544.txt,negative
22692,22692.jpg,22692.txt,positive
18612,18612.jpg,18612.txt,negative
16720,16720.jpg,16720.txt,negative
3082,3082.jpg,3082.txt,negative
13704,13704.jpg,13704.txt,positive
9672,9672.jpg,9672.txt,negative
13902,13902.jpg,13902.txt,positive
20347,20347.jpg,20347.txt,positive
2624,2624.jpg,2624.txt,positive
20351,20351.jpg,20351.txt,positive
6364,6364.jpg,6364.txt,positive
2671,2671.jpg,2671.txt,negative
10616,10616.jpg,10616.txt,positive
13224,13224.jpg,13224.txt,positive
11148,11148.jpg,11148.txt,negative
12736,12736.jpg,12736.txt,positive
12022,12022.jpg,12022.txt,negative
20498,20498.jpg,20498.txt,positive
4833,4833.jpg,4833.txt,positive
20740,20740.jpg,20740.txt,negative
3435,3435.jpg,3435.txt,negative
8435,8435.jpg,8435.txt,positive
10866,10866.jpg,10866.txt,positive
7596,7596.jpg,7596.txt,positive
4541,4541.jpg,4541.txt,positive
14150,14150.jpg,14150.txt,positive
12478,12478.jpg,12478.txt,positive
6383,6383.jpg,6383.txt,positive
8565,8565.jpg,8565.txt,negative
9994,9994.jpg,9994.txt,negative
22623,22623.jpg,22623.txt,negative
5384,5384.jpg,5384.txt,positive
7603,7603.jpg,7603.txt,positive
7609,7609.jpg,7609.txt,positive
21760,21760.jpg,21760.txt,positive
8880,8880.jpg,8880.txt,negative
16128,16128.jpg,16128.txt,positive
19785,19785.jpg,19785.txt,negative
14057,14057.jpg,14057.txt,positive
9013,9013.jpg,9013.txt,negative
22312,22312.jpg,22312.txt,negative
3044,3044.jpg,3044.txt,negative
9142,9142.jpg,9142.txt,negative
9790,9790.jpg,9790.txt,negative
3738,3738.jpg,3738.txt,negative
2676,2676.jpg,2676.txt,negative
22615,22615.jpg,22615.txt,positive
21915,21915.jpg,21915.txt,negative
14641,14641.jpg,14641.txt,positive
6905,6905.jpg,6905.txt,positive
15562,15562.jpg,15562.txt,negative
17669,17669.jpg,17669.txt,positive
9307,9307.jpg,9307.txt,negative
9920,9920.jpg,9920.txt,negative
3203,3203.jpg,3203.txt,negative
8720,8720.jpg,8720.txt,negative
2990,2990.jpg,2990.txt,negative
9431,9431.jpg,9431.txt,negative
22088,22088.jpg,22088.txt,negative
9114,9114.jpg,9114.txt,positive
14246,14246.jpg,14246.txt,positive
3482,3482.jpg,3482.txt,negative
16206,16206.jpg,16206.txt,negative
20866,20866.jpg,20866.txt,positive
3127,3127.jpg,3127.txt,negative
21161,21161.jpg,21161.txt,negative
7848,7848.jpg,7848.txt,positive
22166,22166.jpg,22166.txt,positive
14975,14975.jpg,14975.txt,negative
12694,12694.jpg,12694.txt,positive
7479,7479.jpg,7479.txt,negative
19815,19815.jpg,19815.txt,positive
10255,10255.jpg,10255.txt,positive
13311,13311.jpg,13311.txt,positive
8717,8717.jpg,8717.txt,negative
20627,20627.jpg,20627.txt,negative
22452,22452.jpg,22452.txt,positive
21115,21115.jpg,21115.txt,negative
21792,21792.jpg,21792.txt,positive
2583,2583.jpg,2583.txt,positive
17578,17578.jpg,17578.txt,positive
3283,3283.jpg,3283.txt,negative
5577,5577.jpg,5577.txt,negative
17065,17065.jpg,17065.txt,positive
11648,11648.jpg,11648.txt,negative
21597,21597.jpg,21597.txt,negative
8099,8099.jpg,8099.txt,positive
3222,3222.jpg,3222.txt,negative
21135,21135.jpg,21135.txt,negative
10955,10955.jpg,10955.txt,negative
8487,8487.jpg,8487.txt,positive
11400,11400.jpg,11400.txt,positive
16171,16171.jpg,16171.txt,positive
9782,9782.jpg,9782.txt,negative
8437,8437.jpg,8437.txt,positive
20286,20286.jpg,20286.txt,positive
8507,8507.jpg,8507.txt,negative
8870,8870.jpg,8870.txt,negative
14529,14529.jpg,14529.txt,negative
14774,14774.jpg,14774.txt,negative
16158,16158.jpg,16158.txt,negative
3413,3413.jpg,3413.txt,positive
21147,21147.jpg,21147.txt,positive
8974,8974.jpg,8974.txt,negative
22639,22639.jpg,22639.txt,positive
15042,15042.jpg,15042.txt,negative
4781,4781.jpg,4781.txt,positive
2856,2856.jpg,2856.txt,negative
15853,15853.jpg,15853.txt,positive
15685,15685.jpg,15685.txt,positive
13256,13256.jpg,13256.txt,positive
8477,8477.jpg,8477.txt,positive
9455,9455.jpg,9455.txt,negative
4177,4177.jpg,4177.txt,negative
14596,14596.jpg,14596.txt,negative
4681,4681.jpg,4681.txt,negative
9028,9028.jpg,9028.txt,negative
22469,22469.jpg,22469.txt,positive
17609,17609.jpg,17609.txt,positive
19851,19851.jpg,19851.txt,positive
6650,6650.jpg,6650.txt,positive
9884,9884.jpg,9884.txt,negative
3274,3274.jpg,3274.txt,negative
17811,17811.jpg,17811.txt,negative
14953,14953.jpg,14953.txt,negative
9235,9235.jpg,9235.txt,negative
8312,8312.jpg,8312.txt,positive
10838,10838.jpg,10838.txt,positive
5883,5883.jpg,5883.txt,negative
9133,9133.jpg,9133.txt,negative
18770,18770.jpg,18770.txt,positive
21898,21898.jpg,21898.txt,positive
6436,6436.jpg,6436.txt,negative
17756,17756.jpg,17756.txt,negative
8833,8833.jpg,8833.txt,negative
17854,17854.jpg,17854.txt,positive
7338,7338.jpg,7338.txt,positive
9560,9560.jpg,9560.txt,negative
18413,18413.jpg,18413.txt,negative
19422,19422.jpg,19422.txt,negative
13823,13823.jpg,13823.txt,positive
22444,22444.jpg,22444.txt,negative
12906,12906.jpg,12906.txt,negative
14833,14833.jpg,14833.txt,positive
3661,3661.jpg,3661.txt,positive
9316,9316.jpg,9316.txt,negative
9824,9824.jpg,9824.txt,negative
13022,13022.jpg,13022.txt,positive
16746,16746.jpg,16746.txt,positive
14380,14380.jpg,14380.txt,positive
14555,14555.jpg,14555.txt,negative
11364,11364.jpg,11364.txt,negative
18984,18984.jpg,18984.txt,positive
2933,2933.jpg,2933.txt,negative
10646,10646.jpg,10646.txt,positive
13175,13175.jpg,13175.txt,positive
2913,2913.jpg,2913.txt,negative
21555,21555.jpg,21555.txt,negative
9144,9144.jpg,9144.txt,positive
17890,17890.jpg,17890.txt,positive
12139,12139.jpg,12139.txt,positive
8856,8856.jpg,8856.txt,positive
21410,21410.jpg,21410.txt,negative
7818,7818.jpg,7818.txt,positive
2969,2969.jpg,2969.txt,negative
13172,13172.jpg,13172.txt,negative
19492,19492.jpg,19492.txt,positive
4282,4282.jpg,4282.txt,positive
8194,8194.jpg,8194.txt,positive
12692,12692.jpg,12692.txt,positive
21621,21621.jpg,21621.txt,negative
22215,22215.jpg,22215.txt,positive
9561,9561.jpg,9561.txt,negative
20530,20530.jpg,20530.txt,positive
17405,17405.jpg,17405.txt,negative
15834,15834.jpg,15834.txt,positive
21517,21517.jpg,21517.txt,negative
17088,17088.jpg,17088.txt,positive
8627,8627.jpg,8627.txt,negative
15844,15844.jpg,15844.txt,positive
6104,6104.jpg,6104.txt,positive
9027,9027.jpg,9027.txt,negative
3135,3135.jpg,3135.txt,negative
4041,4041.jpg,4041.txt,positive
21173,21173.jpg,21173.txt,positive
8890,8890.jpg,8890.txt,negative
21128,21128.jpg,21128.txt,negative
9748,9748.jpg,9748.txt,negative
13416,13416.jpg,13416.txt,positive
21551,21551.jpg,21551.txt,positive
3407,3407.jpg,3407.txt,negative
8512,8512.jpg,8512.txt,positive
14843,14843.jpg,14843.txt,positive
16658,16658.jpg,16658.txt,positive
17398,17398.jpg,17398.txt,positive
2696,2696.jpg,2696.txt,negative
13220,13220.jpg,13220.txt,negative
9938,9938.jpg,9938.txt,negative
13946,13946.jpg,13946.txt,positive
15581,15581.jpg,15581.txt,positive
11443,11443.jpg,11443.txt,negative
2998,2998.jpg,2998.txt,negative
15459,15459.jpg,15459.txt,positive
8902,8902.jpg,8902.txt,negative
10395,10395.jpg,10395.txt,positive
11275,11275.jpg,11275.txt,negative
5804,5804.jpg,5804.txt,positive
21124,21124.jpg,21124.txt,negative
3072,3072.jpg,3072.txt,negative
6548,6548.jpg,6548.txt,positive
13345,13345.jpg,13345.txt,positive
11726,11726.jpg,11726.txt,positive
22876,22876.jpg,22876.txt,positive
8252,8252.jpg,8252.txt,positive
15471,15471.jpg,15471.txt,positive
3753,3753.jpg,3753.txt,negative
9197,9197.jpg,9197.txt,negative
13724,13724.jpg,13724.txt,positive
8055,8055.jpg,8055.txt,positive
16483,16483.jpg,16483.txt,negative
12051,12051.jpg,12051.txt,negative
3620,3620.jpg,3620.txt,negative
9038,9038.jpg,9038.txt,negative
10098,10098.jpg,10098.txt,negative
20103,20103.jpg,20103.txt,positive
8129,8129.jpg,8129.txt,negative
10439,10439.jpg,10439.txt,negative
9834,9834.jpg,9834.txt,negative
14590,14590.jpg,14590.txt,negative
16273,16273.jpg,16273.txt,positive
20907,20907.jpg,20907.txt,positive
3603,3603.jpg,3603.txt,negative
3393,3393.jpg,3393.txt,negative
9236,9236.jpg,9236.txt,negative
6523,6523.jpg,6523.txt,negative
9836,9836.jpg,9836.txt,negative
18902,18902.jpg,18902.txt,positive
4634,4634.jpg,4634.txt,positive
10233,10233.jpg,10233.txt,negative
16961,16961.jpg,16961.txt,positive
9400,9400.jpg,9400.txt,negative
22846,22846.jpg,22846.txt,negative
20785,20785.jpg,20785.txt,negative
20909,20909.jpg,20909.txt,positive
2843,2843.jpg,2843.txt,negative
3060,3060.jpg,3060.txt,negative
14481,14481.jpg,14481.txt,positive
10317,10317.jpg,10317.txt,positive
17013,17013.jpg,17013.txt,positive
12043,12043.jpg,12043.txt,negative
3168,3168.jpg,3168.txt,positive
16424,16424.jpg,16424.txt,positive
17743,17743.jpg,17743.txt,positive
22707,22707.jpg,22707.txt,negative
9101,9101.jpg,9101.txt,negative
12657,12657.jpg,12657.txt,negative
19538,19538.jpg,19538.txt,negative
6915,6915.jpg,6915.txt,positive
15941,15941.jpg,15941.txt,positive
21682,21682.jpg,21682.txt,negative
13573,13573.jpg,13573.txt,negative
9108,9108.jpg,9108.txt,negative
18666,18666.jpg,18666.txt,positive
6178,6178.jpg,6178.txt,negative
10958,10958.jpg,10958.txt,positive
21365,21365.jpg,21365.txt,negative
14355,14355.jpg,14355.txt,negative
8691,8691.jpg,8691.txt,negative
9009,9009.jpg,9009.txt,negative
5313,5313.jpg,5313.txt,negative
2821,2821.jpg,2821.txt,negative
21212,21212.jpg,21212.txt,negative
19613,19613.jpg,19613.txt,negative
19007,19007.jpg,19007.txt,positive
